,Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths,observationdate_value,count
74986,150937,National authorities,21.386027,105.015126,Asia,Viet Nam,Phu Tho,Xuan Thuy,Centroid Admin3,29/01/2005,29/01/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,2430.0,2430.0,,,,,,2005.07945,254
75778,150947,National authorities,9.957847000000001,105.583142,Asia,Viet Nam,Hau Giang,Truong Long A,Centroid Admin3,30/01/2005,30/01/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,,700.0,1322.0,,,,,,2005.08219,255
75782,120760,National authorities,17.8883,102.5908,Asia,Thailand,Nong Khai,KONG NANG,Unknown,30/01/2005,30/01/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",250.0,,204.0,46.0,,,,,,2005.08219,256
75783,150954,National authorities,10.370167,106.415108,Asia,Viet Nam,Tien Giang,Song Binh,Centroid Admin3,30/01/2005,30/01/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,188.0,1435.0,,,,,,2005.08219,257
76356,151003,National authorities,10.498901,106.405222,Asia,Viet Nam,Long An,An Vinh Ngai,Centroid Admin3,31/01/2005,31/01/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,,850.0,4300.0,,,,,,2005.08493,258
76370,120762,National authorities,17.9419,102.5805,Asia,Thailand,Nong Khai,PHAN PHRA,Unknown,31/01/2005,31/01/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",31.0,,4.0,27.0,,,,,,2005.08493,259
76371,150987,National authorities,10.264294999999999,106.24763899999999,Asia,Viet Nam,Ben Tre,Tien Thuy,Centroid Admin3,31/01/2005,31/01/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, quail",,,1.0,2000.0,,,,,,2005.08493,260
5979,149301,National authorities,20.907029,106.40329799999999,Asia,Viet Nam,Hai Duong,Tan An,Centroid Admin3,1/2/05,1/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,,525.0,4700.0,,,,,,2005.08767,261
5985,120804,National authorities,14.2339,99.9788,Asia,Thailand,Suphanburi,SRI SAMRA,Unknown,1/2/05,1/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1563.0,,456.0,1107.0,,,,,,2005.08767,262
5999,149300,National authorities,20.886926000000003,106.396555,Asia,Viet Nam,Hai Duong,Thanh Hai,Centroid Admin3,1/2/05,1/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,,150.0,700.0,,,,,,2005.08767,263
6005,120770,National authorities,17.0725,100.2736,Asia,Thailand,Phitsanulok,THAP YAI,Unknown,1/2/05,1/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",250.0,,77.0,173.0,,,,,,2005.08767,264
6011,149268,National authorities,10.11246,105.91491299999998,Asia,Viet Nam,Vinh Long,Song Phu,Centroid Admin3,1/2/05,1/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,30.0,200.0,,,,,,2005.08767,265
6022,120794,National authorities,17.1677,100.2191,Asia,Thailand,Phitsanulok,DONG PRAK,Unknown,1/2/05,1/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",90.0,,30.0,60.0,,,,,,2005.08767,266
6032,149273,National authorities,10.505841,106.604436,Asia,Viet Nam,Long An,TT. Cau Duoc,Centroid Admin3,1/2/05,1/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,15.0,50.0,,,,,,2005.08767,267
6033,120786,National authorities,16.5953,100.4448,Asia,Thailand,Phitsanulok,WAT TA YO,Unknown,1/2/05,1/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,,15.0,35.0,,,,,,2005.08767,268
6147,149328,National authorities,11.31092,106.00806200000001,Asia,Viet Nam,Tay Ninh,Tri Binh,Centroid Admin3,2/2/05,2/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1000.0,2000.0,,,,,,2005.09041,269
6168,120814,National authorities,14.2697,100.0533,Asia,Thailand,Suphanburi,BANG PHLA,Unknown,2/2/05,2/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1018.0,289.0,198.0,829.0,,,,,,2005.09041,270
6179,149320,National authorities,10.49221,105.57848899999999,Asia,Viet Nam,Dong Thap,P. 11,Centroid Admin3,2/2/05,2/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,132.0,200.0,,,,,,2005.09041,271
6190,120810,National authorities,17.133,100.1658,Asia,Thailand,Phitsanulok,WONG KHON,Unknown,2/2/05,2/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",240.0,,62.0,178.0,,,,,,2005.09041,272
6194,149331,National authorities,20.910067,106.204851,Asia,Viet Nam,Hai Duong,Hong Thang,Centroid Admin3,2/2/05,2/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50.0,400.0,,,,,,2005.09041,273
6220,120808,National authorities,16.9936,100.2947,Asia,Thailand,Phitsanulok,THO THAE,Unknown,2/2/05,2/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",30.0,1.0,4.0,26.0,,,,,,2005.09041,274
6297,120816,National authorities,14.4722,100.0816,Asia,Thailand,Suphanburi,RUA YAI,Unknown,3/2/05,3/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",160.0,80.0,80.0,80.0,,,,,,2005.09315,275
6306,149365,National authorities,10.425262,106.43732,Asia,Viet Nam,Long An,Phu Ngai Tri,Centroid Admin3,3/2/05,3/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50.0,120.0,,,,,,2005.09315,276
6382,149389,National authorities,10.437516,106.45732,Asia,Viet Nam,Long An,Duong Xuan Hoi,Centroid Admin3,4/2/05,4/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,480.0,500.0,,,,,,2005.09589,277
6395,120822,National authorities,14.3783,99.8702,Asia,Thailand,Suphanburi,U THONG,Unknown,4/2/05,4/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",60.0,26.0,26.0,34.0,,,,,,2005.09589,278
6489,149421,National authorities,10.469273,106.461575,Asia,Viet Nam,Long An,Hiep Thanh,Centroid Admin3,5/2/05,5/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,,1380.0,7000.0,,,,,,2005.09863,279
6568,149442,National authorities,10.603580000000001,106.695949,Asia,Viet Nam,Long An,Phuoc Lai,Centroid Admin3,6/2/05,6/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,,680.0,2900.0,,,,,,2005.10137,280
6649,120826,National authorities,17.1677,100.2191,Asia,Thailand,Phitsanulok,DONG PRAK,Unknown,7/2/05,7/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1236.0,102.0,102.0,1134.0,,,,,,2005.10411,281
6650,149451,National authorities,22.426236,104.687071,Asia,Viet Nam,Ha Giang,Tan Bac,Centroid Admin3,7/2/05,7/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,92.0,92.0,,,,,,2005.10411,282
6655,120824,National authorities,17.4955,100.0897,Asia,Thailand,Uttaradit,WANG DAEN,Unknown,7/2/05,7/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",75.0,20.0,17.0,58.0,,,,,,2005.10411,283
6656,149449,National authorities,20.681288000000002,106.46291299999999,Asia,Viet Nam,Hai Phong City,Tan Hung,Centroid Admin3,7/2/05,7/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,10.0,40.0,,,,,,2005.10411,284
6735,149465,National authorities,20.64467,106.491473,Asia,Viet Nam,Hai Phong City,Thanh Luong,Centroid Admin3,8/2/05,8/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,120.0,205.0,,,,,,2005.10685,285
6790,120836,National authorities,14.1722,99.9363,Asia,Thailand,Suphanburi,THUNG KHO,Unknown,9/2/05,9/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",17800.0,1749.0,1749.0,16051.0,,,,,,2005.10959,286
6792,149477,National authorities,10.425262,106.43732,Asia,Viet Nam,Long An,Phu Ngai Tri,Centroid Admin3,9/2/05,9/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,82.0,590.0,,,,,,2005.10959,287
6793,120834,National authorities,16.9136,100.4016,Asia,Thailand,Phitsanulok,DON THONG,Unknown,9/2/05,9/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",75.0,,75.0,,,,,,,2005.10959,288
6876,149487,National authorities,21.003307999999997,106.124866,Asia,Viet Nam,Bac Ninh,Nghia Dao,Centroid Admin3,10/2/05,10/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,537.0,1500.0,,,,,,2005.11233,289
6882,120840,National authorities,17.2858,99.9525,Asia,Thailand,Sukhothai,NONG BUA,Unknown,10/2/05,10/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",68.0,18.0,18.0,50.0,,,,,,2005.11233,290
6957,149495,National authorities,20.873243,106.273578,Asia,Viet Nam,Hai Duong,Gia Hoa,Centroid Admin3,11/2/05,11/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1005.0,3940.0,,,,,,2005.11507,291
6975,120860,National authorities,16.5952,100.4447,Asia,Thailand,Phitsanulok,WAT TA YO,Unknown,11/2/05,11/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,,8.0,42.0,,,,,,2005.11507,292
7033,149498,National authorities,10.460265,106.56511699999999,Asia,Viet Nam,Long An,Thuan My,Centroid Admin3,12/2/05,12/2/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,500.0,700.0,,,,,,2005.11781,293
46448,149508,National authorities,21.059243,106.079916,Asia,Viet Nam,Bac Ninh,Song Ho,Centroid Admin3,13/02/2005,13/02/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,250.0,600.0,,,,,,2005.12055,294
50196,120870,National authorities,17.7399,102.7005,Asia,Thailand,Nong Khai,PHRA THAT,Unknown,14/02/2005,14/02/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2400.0,70.0,70.0,2330.0,,,,,,2005.12329,295
52007,120876,National authorities,16.5005,100.4741,Asia,Thailand,Phichit,SAK LEK,Unknown,15/02/2005,15/02/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",70.0,20.0,20.0,50.0,,,,,,2005.12603,296
57937,120890,National authorities,17.4956,100.0898,Asia,Thailand,Uttaradit,WANG DAEN,Unknown,17/02/2005,17/02/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",35.0,1.0,1.0,34.0,,,,,,2005.13151,297
63737,120894,National authorities,17.133,100.1658,Asia,Thailand,Phitsanulok,WONG KHON,Unknown,20/02/2005,20/02/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",32.0,32.0,32.0,,,,,,,2005.13973,298
65617,120898,National authorities,13.8436,100.5049,Asia,Thailand,Nonthaburi,TALAT KHA,Unknown,21/02/2005,21/02/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",10.0,1.0,1.0,9.0,,,,,,2005.14247,299
67359,120906,National authorities,17.5436,100.0972,Asia,Thailand,Uttaradit,WANG KA P,Unknown,22/02/2005,22/02/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",42.0,18.0,12.0,30.0,,,,,,2005.14521,300
6524,168766,OIE,39.06975,125.82625,Asia,Dem People's Rep of Korea,P'yongyang-si,Hadang poultry farm,Unknown,25/02/2005,5/4/05,Confirmed,Influenza - Avian,H7N7 HPAI,"domestic, chicken",151968.0,19000.0,1900.0,150068.0,0.0,,,,,2005.15342,301
6084,120914,National authorities,14.2991,100.1083,Asia,Thailand,Suphanburi,BANG YAI,Unknown,1/3/05,1/3/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",40.0,5.0,5.0,35.0,,,,,,2005.16438,302
6236,100308,Media,-7.2666699999999995,108.56667,Asia,Indonesia,Jawa Barat,Tjirebon,Unknown,2/3/05,2/3/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, quail, domestic, chicken",,,81000.0,,,,,,,2005.16712,303
6420,120916,National authorities,14.3138,99.9361,Asia,Thailand,Suphanburi,BAN DON,Unknown,4/3/05,4/3/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",30.0,2.0,2.0,28.0,,,,,,2005.1726,304
6811,120918,National authorities,17.1361,99.5625,Asia,Thailand,Sukhothai,WANG NAM,Unknown,9/3/05,9/3/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,21.0,15.0,35.0,,,,,,2005.1863,305
6757,120926,National authorities,14.3138,99.9361,Asia,Thailand,Suphanburi,BAN DON,Unknown,8/4/05,8/4/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,50.0,50.0,,,,,,,2005.26849,306
7051,120928,National authorities,14.7244,100.5625,Asia,Thailand,Lopburi,THAI TALA,Unknown,12/4/05,12/4/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,,9.0,41.0,,,,,,2005.27945,307
66356,100507,Other,44.01667,87.31667,Asia,China,Xinjiang Uygur Zizhiqu,Changji,Unknown,21/06/2005,21/06/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, goose, domestic, duck, domestic, chicken",1490.0,128.0,63.0,1490.0,,,,,,2005.47123,308
6092,120930,National authorities,14.4377,99.9775,Asia,Thailand,Suphanburi,SALA KHAO,Unknown,1/7/05,1/7/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",122000.0,,14880.0,107120.0,,,,,,2005.49863,309
6528,120936,National authorities,14.7619,100.0997,Asia,Thailand,Suphanburi,SAM CHUK,Unknown,5/7/05,5/7/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",90.0,40.0,40.0,50.0,,,,,,2005.50959,310
6591,120938,National authorities,14.7088,100.113,Asia,Thailand,Suphanburi,YAN YAO,Unknown,6/7/05,6/7/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",10.0,3.0,3.0,7.0,,,,,,2005.51233,311
6667,120940,National authorities,14.5377,100.0699,Asia,Thailand,Suphanburi,BAN PHO,Unknown,7/7/05,7/7/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",44.0,22.0,22.0,22.0,,,,,,2005.51507,312
48956,120944,National authorities,14.4055,99.9944,Asia,Thailand,Suphanburi,SUAN TAEN,Unknown,13/07/2005,13/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",16000.0,14000.0,14000.0,,,,,,,2005.53151,313
67764,100680,Other,54.69,78.9,Europe,Russian Federation,Novosibirskaya Oblast,Suzdalka,Unknown,15/07/2005,22/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, chicken, wild, goose, domestic, turkey",,,350.0,,,,,,,2005.53699,314
52651,120950,National authorities,14.5133,100.1097,Asia,Thailand,Suphanburi,PHIHAN DA,Unknown,15/07/2005,15/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",95.0,40.0,40.0,55.0,,,,,,2005.53699,315
61073,120954,National authorities,14.5397,100.1316,Asia,Thailand,Suphanburi,PHO PHRAY,Unknown,18/07/2005,18/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",45.0,14.0,14.0,,,,,,,2005.54521,316
62346,120956,National authorities,14.5377,100.0699,Asia,Thailand,Suphanburi,BAN PHO,Unknown,19/07/2005,19/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",19.0,4.0,4.0,15.0,,,,,,2005.54795,317
64300,120958,National authorities,14.4663,99.8916,Asia,Thailand,Suphanburi,DON KHA,Unknown,20/07/2005,20/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",30.0,1.0,1.0,,,,,,,2005.55068,318
66448,120960,National authorities,16.113,99.5566,Asia,Thailand,Kampaeng Phet,PHO THONG,Unknown,21/07/2005,21/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",28.0,9.0,2.0,26.0,,,,,,2005.55342,319
6249,100713,Other,53.123059999999995,74.19306,Asia,Kazakhstan,Pavlodarskaya,Golubovskoye,Unknown,22/07/2005,2/8/05,Confirmed,Influenza - Avian,HPAI,"domestic, chicken, domestic, duck, domestic, goose",3250.0,,400.0,2400.0,,,,,,2005.55616,320
67765,120962,National authorities,14.3783,99.8702,Asia,Thailand,Suphanburi,U THONG,Unknown,22/07/2005,22/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",32.0,5.0,5.0,27.0,,,,,,2005.55616,321
76572,120964,National authorities,14.4444,100.0688,Asia,Thailand,Suphanburi,DON KAM Y,Unknown,31/07/2005,31/07/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",96000.0,3310.0,3310.0,92690.0,,,,,,2005.58082,322
6247,120968,National authorities,14.5377,100.0699,Asia,Thailand,Suphanburi,BAN PHO,Unknown,2/8/05,2/8/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50000.0,490.0,490.0,49510.0,,,,,,2005.5863,323
6441,100735,Other,53.0,80.66667,Europe,Russian Federation,Altayskiy Kray,glubokoye,Unknown,4/8/05,4/8/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,210.0,,,,,,,2005.59178,324
6893,120970,National authorities,14.7883,99.7527,Asia,Thailand,Suphanburi,NONG KHAM,Unknown,10/8/05,10/8/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",88.0,28.0,28.0,,,,,,,2005.60822,325
6987,100825,Other,50.71667,53.11666999999999,Asia,Kazakhstan,Zapadno-kazachstanskaya,Karaganda,Unknown,11/8/05,11/8/05,Confirmed,Influenza - Avian,HPAI,"wild, goose, wild, unspecified bird, domestic, chicken, domestic, chicken",332.0,40.0,24.0,,,,,,,2005.61096,326
7054,100909,Other,54.816669999999995,68.09971999999999,Asia,Kazakhstan,Severo-kazachstanskaya,Dubrovnoe,Unknown,12/8/05,12/8/05,Confirmed,Influenza - Avian,HPAI,"domestic, chicken",45.0,,23.0,,,,,,,2005.6137,327
61096,120972,National authorities,16.2733,99.6736,Asia,Thailand,Kampaeng Phet,THA PHUTS,Unknown,18/08/2005,18/08/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",105.0,75.0,75.0,30.0,,,,,,2005.63014,328
62369,120974,National authorities,16.2733,99.6736,Asia,Thailand,Kampaeng Phet,THA PHUTS,Unknown,19/08/2005,19/08/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",39.0,7.0,10.0,22.0,,,,,,2005.63288,329
69245,120976,National authorities,14.1952,100.2724,Asia,Thailand,Phra Nakhon Si Ayudhya,LAK CHAI,Unknown,23/08/2005,23/08/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",200.0,40.0,40.0,,,,,,,2005.64384,330
75426,120982,National authorities,16.3102,99.8127,Asia,Thailand,Kampaeng Phet,THUNG SAI,Unknown,29/08/2005,29/08/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",60.0,50.0,50.0,10.0,,,,,,2005.66027,331
76138,120988,National authorities,16.3286,99.90799999999999,Asia,Thailand,Kampaeng Phet,THUNG THO,Unknown,30/08/2005,30/08/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",92.0,67.0,67.0,25.0,,,,,,2005.66301,332
6094,120998,National authorities,14.455,100.77799999999999,Asia,Thailand,Saraburi,NONG KOP,Unknown,1/9/05,1/9/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",15.0,15.0,12.0,3.0,,,,,,2005.66849,333
6336,100974,Other,53.63778000000001,79.52778,Europe,Russian Federation,Altayskiy Kray,Khabary,Unknown,3/9/05,3/9/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,200.0,,,,,,,2005.67397,334
6532,121002,National authorities,14.4261,100.8121,Asia,Thailand,Saraburi,PHON THON,Unknown,5/9/05,5/9/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",48.0,12.0,12.0,36.0,,,,,,2005.67945,335
6592,121004,National authorities,14.4261,100.8122,Asia,Thailand,Saraburi,PHON THON,Unknown,6/9/05,6/9/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",75.0,55.0,55.0,20.0,,,,,,2005.68219,336
7055,121008,National authorities,16.2946,99.7222,Asia,Thailand,Kampaeng Phet,WANG BUA,Unknown,12/9/05,12/9/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",68.0,15.0,15.0,53.0,,,,,,2005.69863,337
52715,100980,Other,55.41,61.88,Europe,Russian Federation,Chelyabinskaya Oblast,Lugovoi,Unknown,15/09/2005,15/09/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,,39.0,,,,,,,2005.70685,338
59090,121012,National authorities,16.2944,99.7222,Asia,Thailand,Kampaeng Phet,WANG BUA,Unknown,17/09/2005,17/09/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",19600.0,2602.0,2102.0,17498.0,,,,,,2005.71233,339
74744,121016,National authorities,16.3289,99.5393,Asia,Thailand,Kampaeng Phet,TRAITRUEN,Unknown,28/09/2005,28/09/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",100.0,83.0,83.0,17.0,,,,,,2005.74247,340
76175,121022,National authorities,16.3736,99.6933,Asia,Thailand,Kampaeng Phet,KON TI,Unknown,30/09/2005,30/09/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",22.0,2.0,2.0,20.0,,,,,,2005.74795,341
6679,157816,OIE,44.75,28.71,Europe,Romania,Tulcea,Ceamurlia-de-Jos,Unknown,4/10/05,7/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck, domestic, unspecified bird",100.0,36.0,36.0,64.0,0.0,,,,,2005.7589,342
6534,121026,National authorities,13.845,99.9758,Asia,Thailand,Nakhon Pathom,PHRONG MA,Unknown,5/10/05,5/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",42000.0,,14325.0,27675.0,,,,,,2005.76164,343
6823,101107,Other,40.03306,27.96667,Asia,Turkey,Balikesir,Maltepe,Unknown,5/10/05,9/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, chicken, domestic, turkey",1800.0,1700.0,1700.0,1600.0,,,,,,2005.76164,344
6595,121028,National authorities,16.4591,99.9727,Asia,Thailand,Kampaeng Phet,NONG MAI,Unknown,6/10/05,6/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",30.0,10.0,10.0,20.0,,,,,,2005.76438,345
6676,121038,National authorities,14.1241,99.8624,Asia,Thailand,Suphanburi,BO SU PHA,Unknown,7/10/05,7/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",14800.0,2745.0,2745.0,12055.0,,,,,,2005.76712,346
6678,101103,Other,44.733059999999995,28.71667,Europe,Romania,Tulcea,Keamurli de jos,Unknown,7/10/05,7/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, chicken, wild, goose, domestic, turkey",200.0,36.0,36.0,4861.0,,,,,,2005.76712,347
6680,121034,National authorities,16.1494,99.9547,Asia,Thailand,Kampaeng Phet,RA HAN,Unknown,7/10/05,7/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6.0,5.0,5.0,1.0,,,,,,2005.76712,348
6897,121040,National authorities,13.8069,100.0169,Asia,Thailand,Nakhon Pathom,LAM PHA Y,Unknown,10/10/05,10/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1960.0,270.0,270.0,1690.0,,,,,,2005.77534,349
7059,121048,National authorities,14.1452,99.7555,Asia,Thailand,Kanchanaburi,PANGTRU,Unknown,12/10/05,12/10/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",149.0,,101.0,48.0,,,,,,2005.78082,350
49321,108517,National authorities,44.733059999999995,28.71667,Europe,Romania,Tulcea,Keamurli de jos,Unknown,13/10/2005,13/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,12.0,12.0,,,,,,,2005.78356,351
62454,101291,Other,40.810559999999995,111.65222,Asia,China,Nei Mongol Zizhiqu,Hohhot,Unknown,14/10/2005,19/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6000.0,2600.0,2600.0,,,,,,,2005.7863,352
51400,101211,Other,42.82306,20.9675,Europe,Serbia,Kosovsko-mitrovatski,Vushtrri,Unknown,14/10/2005,14/10/2005,Denied,Influenza - Avian,HPAI,"domestic, chicken",,80.0,80.0,,,,,,,2005.7863,353
64436,101436,Other,32.691390000000006,118.99888999999999,Asia,China,Anhui Sheng,TianChang,Unknown,20/10/2005,20/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, goose, domestic, chicken, domestic, chicken",,2100.0,550.0,45000.0,,,,,,2005.80274,354
64437,121054,National authorities,13.9655,100.4341,Asia,Thailand,Nonthaburi,KHLONG KH,Unknown,20/10/2005,20/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",400.0,120.0,120.0,280.0,,,,,,2005.80274,355
66679,121056,National authorities,13.8986,100.0063,Asia,Thailand,Nakhon Pathom,THAP LUAN,Unknown,21/10/2005,21/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",23250.0,2500.0,2500.0,20750.0,,,,,,2005.80548,356
66680,101364,Other,52.75,41.5,Europe,Russian Federation,Tambovskaya Oblast,Tambov Oblast,Unknown,21/10/2005,21/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, chicken",53.0,,12.0,53.0,,,,,,2005.80548,357
69297,101316,Other,54.233059999999995,61.76667,Europe,Russian Federation,Chelyabinskaya Oblast,Sunalinskoye,Unknown,22/10/2005,23/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1061.0,43.0,43.0,,,,,,,2005.80822,358
69298,121060,National authorities,13.927999999999999,100.3761,Asia,Thailand,Nonthaburi,PHIMON RA,Unknown,23/10/2005,23/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",42.0,40.0,40.0,2.0,,,,,,2005.81096,359
70855,121064,National authorities,14.0208,99.7888,Asia,Thailand,Kanchanaburi,PHRA THAE,Unknown,24/10/2005,24/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",48.0,3.0,3.0,45.0,,,,,,2005.8137,360
71860,121068,National authorities,16.4527,103.3366,Asia,Thailand,Kalasin,KHLONG KH,Unknown,25/10/2005,25/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",9.0,4.0,4.0,5.0,,,,,,2005.81644,361
