,Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths,observationdate_value,count
30956,202766,OIE,24.0019,120.51899999999999,Asia,Taiwan (Province of China),Taiwan Sheng,"Xiushui Township, CHANGHUA COUNTY",Unknown,25/01/2015,12/5/15,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",16300.0,,3745.0,12555.0,0.0,,,,,2015.06849,1424
75084,199927,National authorities,48.51,-119.6522,Americas,United States of America,Washington,Okanogan,Unknown,25/01/2015,29/01/2015,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",4873.0,52.0,52.0,,,,,,,2015.06849,1425
27907,202721,OIE,22.6832,120.551,Asia,Taiwan (Province of China),Taiwan Sheng,Changzhi Township,Unknown,26/01/2015,11/5/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",10200.0,5500.0,5500.0,4700.0,,,,,,2015.07123,1426
73493,205930,OIE,24.9282,121.00200000000001,Asia,Taiwan (Province of China),Taiwan Sheng,"Xinfeng Township, HSINCHU COUNTY",Exact,28/01/2015,27/07/2015,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",72400.0,,17862.0,54538.0,0.0,,,,,2015.07671,1427
30950,202767,OIE,23.070999999999998,120.18299999999999,Asia,Taiwan (Province of China),Taiwan Sheng,"Annan District, TAINAN CITY",Unknown,29/01/2015,12/5/15,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",34200.0,,14127.0,20073.0,0.0,,,,,2015.07945,1428
24842,199717,National authorities,50.985862,-1.2187405,Europe,U.K. of Great Britain and Northern Ireland,England,"Southampton, Upham",Unknown,29/01/2015,2/2/15,Confirmed,Influenza - Avian,H7N7 LPAI,"domestic, chicken",10539.0,52.0,52.0,0.0,,,,,,2015.07945,1429
62417,207492,OIE,13.515594,6.278958,Africa,Nigeria,Sokoto,Sabon Brinin,Exact,29/01/2015,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1000.0,49.0,49.0,951.0,0.0,,,,,2015.07945,1430
75086,199613,OIE,42.409643,27.315272999999998,Europe,Bulgaria,Burgas,Kostantinovo village,Unknown,29/01/2015,29/01/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",22.0,22.0,20.0,2.0,,,,,,2015.07945,1431
25072,202154,National authorities,-6.2396,106.312956,Asia,Indonesia,Banten,BANDUNG,Unknown,30/01/2015,4/2/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,367.0,367.0,,313.0,,,,,2015.08219,1432
27583,200272,National authorities,37.675631200000005,126.60104229999999,Asia,Republic of Korea,Kyonggi-do,"Kimpo, Tongjin-eup",Unknown,31/01/2015,11/2/15,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",103889.0,5.0,5.0,103884.0,,,,,,2015.08493,1433
30951,202768,OIE,23.4411,120.178,Asia,Taiwan (Province of China),Taiwan Sheng,"Dongshi Township, CHIAYI COUNTY",Unknown,2/2/15,12/5/15,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",21000.0,,10564.0,10436.0,0.0,,,,,2015.09041,1434
25573,199934,National authorities,49.171042,-121.95098999999999,Americas,Canada,British Columbia / Colombie-Britannique,"Chilliwack, BC-2015-NAI-NC2",Unknown,2/2/15,7/2/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",94.0,94.0,81.0,13.0,,,,,,2015.09041,1435
25073,202163,National authorities,-7.1657,112.354825,Asia,Indonesia,Jawa Timur,MANGKUJAJAR,Unknown,4/2/15,4/2/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,50.0,50.0,,,,,,,2015.09589,1436
58150,200530,National authorities,32.0513,24.0019,Africa,Libya,Tubruq (tobruk),Almanara,Centroid Admin1,4/2/15,17/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",12.0,11.0,8.0,4.0,,,,,,2015.09589,1437
25394,202155,National authorities,-6.1877,106.757843,Asia,Indonesia,Dki Jakarta,KEDOYA SELATAN,Unknown,4/2/15,5/2/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",24.0,1.0,1.0,,0.0,,,,,2015.09589,1438
62419,207493,OIE,10.318283000000001,9.278934,Africa,Nigeria,Bauchi,Toro,Centroid Admin2,5/2/15,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2700.0,10.0,10.0,2690.0,0.0,,,,,2015.09863,1439
30958,202770,OIE,23.689,120.427,Asia,Taiwan (Province of China),Taiwan Sheng,"Huwei Township, YUNLIN COUNTY",Unknown,6/2/15,12/5/15,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",7000.0,,2955.0,4045.0,0.0,,,,,2015.10137,1440
62409,207494,OIE,10.307245,9.855008,Africa,Nigeria,Bauchi,Bauchi,Exact,6/2/15,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3030.0,652.0,652.0,2378.0,0.0,,,,,2015.10137,1441
25478,202164,National authorities,-5.4062,105.250573,Asia,Indonesia,Lampung,SAWAH LAMA,Unknown,6/2/15,6/2/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,52.0,52.0,,,,,,,2015.10137,1442
67634,202209,OIE,23.3315,120.45200000000001,Asia,Taiwan (Province of China),Taiwan Sheng,"Baihe Township, TAINAN CITY",Unknown,7/2/15,22/04/2015,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",12600.0,,2652.0,9348.0,0.0,,,,,2015.10411,1443
25576,202177,National authorities,-3.2979,119.179107,Asia,Indonesia,Sulawesi Barat,LANDI KANUSUANG,Unknown,7/2/15,7/2/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,7.0,7.0,,,,,,,2015.10411,1444
27903,202726,OIE,23.7142,120.405,Asia,Taiwan (Province of China),Taiwan Sheng,Huwei Township,Unknown,9/2/15,11/5/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",25600.0,9873.0,9873.0,15727.0,,,,,,2015.10959,1445
67632,202210,OIE,22.6772,120.555,Asia,Taiwan (Province of China),Taiwan Sheng,"Chaozhou Township, PINGTUNG COUNTY",Unknown,9/2/15,22/04/2015,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",24500.0,,4903.0,19597.0,0.0,,,,,2015.10959,1446
26132,201457,National authorities,10.8305,7.6543,Africa,Nigeria,Kaduna,"Kaduna North, Igabi",Unknown,9/2/15,10/3/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",680.0,15.0,15.0,665.0,,,,,,2015.10959,1447
62413,207495,OIE,13.2709,4.8435,Africa,Nigeria,Sokoto,"Gwiwa Low cost, Wamako",Exact,11/2/15,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",500.0,225.0,225.0,275.0,0.0,,,,,2015.11507,1448
52495,202848,OIE,22.1722,95.1656,Asia,Myanmar,Sagaing,"Kyauk sit pon, Monywa",Unknown,12/2/15,15/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",336106.0,134284.0,134284.0,201822.0,,,,,,2015.11781,1449
29594,202168,National authorities,-5.3077,105.171305,Asia,Indonesia,Lampung,NEGARA RATU,Unknown,12/2/15,12/2/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,17.0,17.0,,,,,,,2015.11781,1450
35556,211055,OIE,23.8802,120.40778999999999,Asia,Taiwan (Province of China),Taiwan Sheng,Zhutang Township,Exact,13/02/2015,3/3/16,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",33000.0,,17154.0,15846.0,0.0,,,,,2015.12055,1451
62416,207496,OIE,12.632727000000001,7.5094270000000005,Africa,Nigeria,Katsina,Rimi,Exact,13/02/2015,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3360.0,105.0,105.0,3255.0,0.0,,,,,2015.12055,1452
62411,207497,OIE,13.014000000000001,5.0719,Africa,Nigeria,Sokoto,"Dange, D/Shuni",Exact,14/02/2015,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1500.0,352.0,352.0,1148.0,0.0,,,,,2015.12329,1453
35557,211056,OIE,23.411689000000003,120.271506,Asia,Taiwan (Province of China),Taiwan Sheng,Lucao Township,Exact,15/02/2015,3/3/16,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",113090.0,,8411.0,104679.0,0.0,,,,,2015.12603,1454
53814,202169,National authorities,-5.8198,105.65768700000001,Asia,Indonesia,Lampung,KUNJIR,Unknown,16/02/2015,16/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,36.0,36.0,,,,,,,2015.12877,1455
72331,200614,OIE,22.18,95.18,Asia,Myanmar,Sagaing,"Kyauk Sit Pon, Monywa",Unknown,16/02/2015,26/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",700.0,30.0,30.0,670.0,,,,,,2015.12877,1456
58149,202170,National authorities,-4.8531,104.995847,Asia,Indonesia,Lampung,SUKAMAJU,Unknown,17/02/2015,17/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,10.0,10.0,,,,,,,2015.13151,1457
60326,202160,National authorities,0.5876,123.03460700000001,Asia,Indonesia,Gorontalo,LUWOO,Unknown,18/02/2015,18/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,20.0,20.0,,,,,,,2015.13425,1458
62045,201432,OIE,23.7244,120.234,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Unknown,19/02/2015,19/03/2015,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",38500.0,15160.0,15160.0,23340.0,,,,,,2015.13699,1459
37332,227193,OIE,23.933139999999998,120.41141999999999,Asia,Taiwan (Province of China),Taiwan Sheng,Erlin Township,Unknown,20/02/2015,1/5/17,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",32520.0,,400.0,32120.0,,,,,,2015.13973,1460
37331,227194,OIE,22.844053,120.375025,Asia,Taiwan (Province of China),Taiwan Sheng,Tianliao District,Unknown,21/02/2015,1/5/17,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",9115.0,,500.0,8615.0,,,,,,2015.14247,1461
62415,207507,OIE,11.580028,7.344632000000001,Africa,Nigeria,Katsina,Bakori,Exact,21/02/2015,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",650.0,120.0,120.0,530.0,0.0,,,,,2015.14247,1462
25290,200668,OIE,23.5984,120.229,Asia,Taiwan (Province of China),Taiwan Sheng,Shuilin Township,Unknown,22/02/2015,4/3/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",37500.0,6811.0,6811.0,30689.0,,,,,,2015.14521,1463
35573,211057,OIE,22.55171,120.48681,Asia,Taiwan (Province of China),Taiwan Sheng,Wandan Township,Exact,22/02/2015,3/3/16,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",25000.0,,3809.0,21191.0,0.0,,,,,2015.14521,1464
25291,200669,OIE,22.7718,120.544,Asia,Taiwan (Province of China),Taiwan Sheng,Yanpu Township,Unknown,23/02/2015,4/3/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",54280.0,3757.0,3757.0,50523.0,,,,,,2015.14795,1465
62407,207509,OIE,9.126938,7.5863309999999995,Africa,Nigeria,Nassarawa,Bakori,Exact,23/02/2015,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2500.0,1400.0,1400.0,1100.0,0.0,,,,,2015.14795,1466
68538,202175,National authorities,1.6479,101.442054,Asia,Indonesia,Riau,BUMI AYU,Unknown,23/02/2015,23/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,6.0,6.0,,,,,,,2015.14795,1467
25289,200671,OIE,23.7271,120.508,Asia,Taiwan (Province of China),Taiwan Sheng,Douliu City,Unknown,24/02/2015,4/3/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",76000.0,13984.0,13984.0,62016.0,,,,,,2015.15068,1468
62408,207510,OIE,12.922011999999999,5.1089139999999995,Africa,Nigeria,Sokoto,Bodinga,Exact,24/02/2015,19/09/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5000.0,1280.0,1280.0,3720.0,0.0,,,,,2015.15068,1469
69984,202165,National authorities,-5.2909,105.33227099999999,Asia,Indonesia,Lampung,MARGA KAYA,Unknown,24/02/2015,24/02/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,6.0,6.0,,,,,,,2015.15068,1470
67625,202211,OIE,23.8488,120.43299999999999,Asia,Taiwan (Province of China),Taiwan Sheng,"Zhutang Township, CHANGHUA COUNTY",Unknown,25/02/2015,22/04/2015,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",46300.0,,26053.0,20247.0,0.0,,,,,2015.15342,1471
25292,200672,OIE,23.849,120.304,Asia,Taiwan (Province of China),Taiwan Sheng,Dacheng Township,Unknown,25/02/2015,4/3/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",3800.0,2944.0,2944.0,856.0,,,,,,2015.15342,1472
35568,211058,OIE,23.456982999999997,120.281953,Asia,Taiwan (Province of China),Taiwan Sheng,Puzi City,Exact,27/02/2015,3/3/16,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",56400.0,,5014.0,51386.0,0.0,,,,,2015.1589,1473
37337,227195,OIE,22.550778,120.48655600000001,Asia,Taiwan (Province of China),Taiwan Sheng,Wandan Township,Unknown,28/02/2015,1/5/17,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",6593.0,,200.0,6393.0,,,,,,2015.16164,1474
30534,201372,OIE,23.6265,120.53200000000001,Asia,Taiwan (Province of China),Taiwan Sheng,Gukeng Township,Unknown,1/3/15,12/3/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",14000.0,3650.0,3650.0,10350.0,,,,,,2015.16438,1475
30541,201367,OIE,23.6392,120.302,Asia,Taiwan (Province of China),Taiwan Sheng,Yuanchang Township,Unknown,1/3/15,12/3/15,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",26050.0,14825.0,613.0,11225.0,,,,,,2015.16438,1476
30583,201477,National authorities,10.748,7.0108,Africa,Nigeria,Kaduna,Chikun,Unknown,1/3/15,12/3/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2700.0,500.0,500.0,,,,,,,2015.16438,1477
30216,201374,OIE,23.8471,120.311,Asia,Taiwan (Province of China),Taiwan Sheng,Dacheng Township,Unknown,2/3/15,12/3/15,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",24000.0,7934.0,7934.0,16066.0,,,,,,2015.16712,1478
25023,200783,National authorities,12.0038,8.1315,Africa,Nigeria,Kano,Kumbotso,Unknown,2/3/15,3/3/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",12500.0,400.0,400.0,12100.0,,,,,,2015.16712,1479
48585,202801,National authorities,1.6526,101.467117,Asia,Indonesia,Riau,PURNAMA,Unknown,2/3/15,13/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,4.0,4.0,,,,,,,2015.16712,1480
70244,201560,FAO Field Officer,9.732884,8.795178,Africa,Nigeria,Plateau,Fwagor Bukuru,Centroid Admin2,3/3/15,24/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",420.0,55.0,55.0,365.0,,,,,,2015.16986,1481
73325,201619,FAO Field Officer,9.898714,8.868317999999999,Africa,Nigeria,Plateau,Zaria Road,Centroid Admin2,4/3/15,27/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5422.0,102.0,102.0,5320.0,,,,,,2015.1726,1482
73328,201614,FAO Field Officer,9.898714,8.868317999999999,Africa,Nigeria,Plateau,Gamajigo,Centroid Admin2,5/3/15,27/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7174.0,58.0,58.0,7116.0,,,,,,2015.17534,1483
73322,201618,FAO Field Officer,9.732884,8.795178,Africa,Nigeria,Plateau,Rantya,Centroid Admin2,6/3/15,27/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",33652.0,3314.0,3314.0,30338.0,,,,,,2015.17808,1484
62046,201433,OIE,22.8092,120.571,Asia,Taiwan (Province of China),Taiwan Sheng,Gaoshu Township,Unknown,6/3/15,19/03/2015,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",15200.0,2160.0,2160.0,13040.0,,,,,,2015.17808,1485
37330,227196,OIE,24.93615,121.002531,Asia,Taiwan (Province of China),Taiwan Sheng,Xinfeng Township,Unknown,7/3/15,1/5/17,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",45561.0,,1500.0,44061.0,,,,,,2015.18082,1486
26128,201460,National authorities,13.087932,7.377591000000001,Africa,Nigeria,Katsina,Jibiya,Exact,8/3/15,10/3/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",16500.0,5195.0,5195.0,11305.0,0.0,,,,,2015.18356,1487
54473,202816,National authorities,9.73288,8.79518,Africa,Nigeria,Plateau,Gamajigo,Centroid Admin2,9/3/15,16/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",9675.0,182.0,182.0,9493.0,,,,,,2015.1863,1488
25607,202464,National authorities,10.3346,8.8109,Africa,Nigeria,Plateau,Bauchi Ring Road,Unknown,10/3/15,7/5/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",600.0,38.0,38.0,0.0,,,,,,2015.18904,1489
48452,202778,National authorities,-6.5183,106.370627,Asia,Indonesia,Banten,SAJIRA MEKAR,Unknown,10/3/15,13/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",350.0,30.0,30.0,,0.0,,,,,2015.18904,1490
62123,202127,National authorities,9.86855,8.837530000000001,Africa,Nigeria,Plateau,Rantya,Unknown,11/3/15,19/04/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5201.0,106.0,106.0,5095.0,,,,,,2015.19178,1491
48456,202800,National authorities,-8.626,118.75138799999999,Asia,Indonesia,Nusatenggara Barat,ROI,Unknown,11/3/15,13/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,15.0,15.0,,,,,,,2015.19178,1492
58780,202062,National authorities,9.9779,8.7487,Africa,Nigeria,Plateau,Rantya,Unknown,11/3/15,17/04/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",800.0,6.0,6.0,794.0,,,,,,2015.19178,1493
67743,205167,OIE,9.82341,8.86631,Africa,Nigeria,Plateau,SABON BARIKI,Unknown,12/3/15,22/06/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6858.0,60.0,60.0,4698.0,,,,,,2015.19452,1494
35579,211059,OIE,23.934195000000003,120.41211200000001,Asia,Taiwan (Province of China),Taiwan Sheng,Erlin Township,Exact,13/03/2015,3/3/16,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",22000.0,,3718.0,18282.0,0.0,,,,,2015.19726,1495
25642,205590,OIE,9.86002,8.82131,Africa,Nigeria,Plateau,Rantya,Unknown,13/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3028.0,72.0,72.0,2956.0,,,,,,2015.19726,1496
48448,202775,National authorities,-6.3441,106.230726,Asia,Indonesia,Banten,KADUAGUNG TENGAH,Unknown,13/03/2015,13/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",147.0,72.0,72.0,,0.0,,,,,2015.19726,1497
70544,202244,National authorities,9.85786,8.82255,Africa,Nigeria,Plateau,Low coast area,Unknown,13/03/2015,24/04/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1680.0,37.0,37.0,1643.0,,,,,,2015.19726,1498
70542,202246,National authorities,9.90823,8.852689999999999,Africa,Nigeria,Plateau,Gamajigo,Unknown,14/03/2015,24/04/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2090.0,103.0,103.0,1987.0,,,,,,2015.2,1499
25622,205598,OIE,9.8417,8.8546,Africa,Nigeria,Plateau,Gamajigo,Unknown,15/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4200.0,2498.0,2498.0,1702.0,,,,,,2015.20274,1500
25625,205601,OIE,9.931289999999999,8.92407,Africa,Nigeria,Plateau,Old Lamingo rd,Unknown,16/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",15734.0,165.0,165.0,15569.0,,,,,,2015.20548,1501
48566,202776,National authorities,-6.417999999999999,106.260043,Asia,Indonesia,Banten,KALANGANYAR,Unknown,16/03/2015,13/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",132.0,9.0,9.0,,0.0,,,,,2015.20548,1502
25883,205602,OIE,9.98118,8.84385,Africa,Nigeria,Plateau,NMDC Qtrs Zaria rd,Unknown,16/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",340.0,7.0,7.0,333.0,,,,,,2015.20548,1503
25640,205603,OIE,9.97926,8.8566,Africa,Nigeria,Plateau,Gamajigo,Unknown,18/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1031.0,81.0,81.0,210.0,,,,,,2015.21096,1504
48451,202798,National authorities,-6.8217,108.49984099999999,Asia,Indonesia,Jawa Barat,SUMBAKELING,Unknown,18/03/2015,13/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,38.0,38.0,,,,,,,2015.21096,1505
25829,205607,OIE,9.874839999999999,8.83935,Africa,Nigeria,Plateau,Federal Low cost,Unknown,19/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",15876.0,71.0,71.0,15805.0,,,,,,2015.2137,1506
25629,205609,OIE,9.8736,8.8386,Africa,Nigeria,Plateau,Fed Low cost,Unknown,20/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8995.0,138.0,138.0,8857.0,,,,,,2015.21644,1507
25633,205610,OIE,9.85783,8.81832,Africa,Nigeria,Plateau,Rantya,Unknown,21/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5777.0,91.0,91.0,5686.0,,,,,,2015.21918,1508
67543,207077,National authorities,31.547359999999998,34.5088,Asia,Gaza Strip,Jabalya,"Al Qasaseen, Jabalia",Centroid Admin1,22/03/2015,22/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1200.0,30.0,20.0,1180.0,,,,,,2015.22192,1509
73324,201616,FAO Field Officer,12.975435000000001,7.4307289999999995,Africa,Nigeria,Katsina,Jibia,Centroid Admin2,23/03/2015,27/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1785.0,232.0,232.0,1553.0,0.0,,,,,2015.22466,1510
48447,202781,National authorities,-6.0355,106.523071,Asia,Indonesia,Banten,MARGA MULYA,Unknown,24/03/2015,13/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,140.0,140.0,,,,,,,2015.2274,1511
73326,201617,FAO Field Officer,12.996957,7.564358,Africa,Nigeria,Katsina,Katsina,Exact,24/03/2015,27/03/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3700.0,98.0,98.0,3602.0,0.0,,,,,2015.2274,1512
25624,205619,OIE,9.91717,8.90726,Africa,Nigeria,Plateau,Rikkos,Unknown,25/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1300.0,240.0,240.0,0.0,,,,,,2015.23014,1513
25837,205620,OIE,9.87493,8.83741,Africa,Nigeria,Plateau,Fed. Low cost,Unknown,26/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5965.0,35.0,35.0,5930.0,,,,,,2015.23288,1514
25852,205622,OIE,9.87904,8.844330000000001,Africa,Nigeria,Plateau,Fed. Low cost,Unknown,27/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2160.0,26.0,26.0,2134.0,,,,,,2015.23562,1515
25643,205623,OIE,9.858989999999999,8.818710000000001,Africa,Nigeria,Plateau,Rantya,Unknown,29/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2740.0,72.0,72.0,2668.0,,,,,,2015.2411,1516
48450,202784,National authorities,-7.8508,110.457429,Asia,Indonesia,Daerah Istimewa Yogyakarta,SRIMULYO,Unknown,29/03/2015,13/05/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,45.0,45.0,,,,,,,2015.2411,1517
26012,202148,FAO Field Officer,10.196,-3.1060000000000003,Africa,Burkina Faso,Sud-ouest,Djikando ,Unknown,30/03/2015,9/4/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",338.0,242.0,242.0,0.0,96.0,,,,,2015.24384,1518
25831,205624,OIE,9.98429,8.841460000000001,Africa,Nigeria,Plateau,NEPA Mile 7,Unknown,30/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1060.0,64.0,64.0,966.0,,,,,,2015.24384,1519
25856,205626,OIE,9.873619999999999,8.83802,Africa,Nigeria,Plateau,Fed. Low cost,Unknown,31/03/2015,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1940.0,25.0,25.0,1915.0,,,,,,2015.24658,1520
24797,204497,National authorities,-5.2524,105.211,Asia,Indonesia,Lampung,CANDIMAS,Unknown,1/4/15,1/4/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,6.0,,,,,,,2015.24932,1521
26007,201896,FAO Field Officer,13.4423,7.13587,Africa,Niger,Maradi,"Maradi, Holding Dan Gona",Unknown,2/4/15,9/4/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2440.0,2440.0,2290.0,,,,,,,2015.25205,1522
25845,205627,OIE,9.87711,8.84954,Africa,Nigeria,Plateau,Fed. Low cost,Unknown,2/4/15,7/7/15,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",832.0,29.0,29.0,801.0,,,,,,2015.25205,1523
